Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)
12993	Spectrogram 1	1	5978.174790000	5978.198772923	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1600.566600	68959.10800	82342.00700
12994	Spectrogram 1	1	5978.694090000	5978.761119195	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1601.085900	49814.12600	56877.32300
12995	Spectrogram 1	1	5982.558590000	5982.671125254	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1604.950400	47397.77000	62825.27900
12996	Spectrogram 1	1	5991.053390000	5991.114269728	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1613.445200	50557.62100	62081.78400
12997	Spectrogram 1	1	5988.378690000	5988.408207444	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1610.770500	70074.34900	87546.46800
12998	Spectrogram 1	1	5991.412690000	5991.473569727	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1613.804500	48141.26400	58736.05900
12999	Spectrogram 1	1	5999.455590000	5999.545372224	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1621.847400	66728.62500	95539.03300
13000	Spectrogram 1	1	6001.772290000	6001.824560473	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1624.164100	50743.49400	69144.98100
13001	Spectrogram 1	1	6003.780990000	6003.802513136	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1626.172800	71189.59100	83643.12300
13002	Spectrogram 1	1	6004.070290000	6004.093043029	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1626.462100	65799.25700	81784.38700
13003	Spectrogram 1	1	6004.353490000	6004.387927017	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1626.745300	49628.25300	59851.30100
13005	Spectrogram 1	1	6008.348590000	6008.373802816	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1630.740400	66914.49800	88289.96300
13006	Spectrogram 1	1	6010.393590000	6010.437866166	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1632.785400	41635.68800	51672.86200
13007	Spectrogram 1	1	6017.830990000	6018.013629182	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1640.222800	49256.50600	63197.02600
13008	Spectrogram 1	1	6018.089290000	6018.145250153	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1640.481100	51858.73600	65985.13000
13009	Spectrogram 1	1	6018.585390000	6018.628436272	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1640.977200	49070.63200	61524.16400
13010	Spectrogram 1	1	6021.828790000	6021.911192864	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1644.220600	48513.01100	56877.32300
13011	Spectrogram 1	1	6022.271590000	6022.296802816	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1644.663400	50929.36800	66542.75100
13012	Spectrogram 1	1	6022.994190000	6023.020632710	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1645.386000	49256.50600	65427.50900
13013	Spectrogram 1	1	6026.326390000	6026.369436272	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1648.718200	52044.61000	65055.76200
13016	Spectrogram 1	1	6028.670690000	6028.734029515	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1651.062500	69888.47600	89219.33100
13017	Spectrogram 1	1	6029.635090000	6029.660302817	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1652.026900	51486.98900	67100.37200
13018	Spectrogram 1	1	6031.265790000	6031.337123822	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1653.657600	50557.62100	61710.03700
13019	Spectrogram 1	1	6031.105990000	6031.165024887	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1653.497800	49256.50600	58364.31200
13020	Spectrogram 1	1	6038.967490000	6039.022835207	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1661.359300	48327.13800	57992.56500
13021	Spectrogram 1	1	6039.579990000	6039.620576485	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1661.971800	48884.75800	58736.05900
13022	Spectrogram 1	1	6040.073390000	6040.135499621	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1662.465200	47026.02200	59479.55400
13023	Spectrogram 1	1	6040.402190000	6040.449540899	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1662.794000	70631.97000	84758.36400
13024	Spectrogram 1	1	6040.678290000	6040.742244461	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1663.070100	65055.76200	81598.51300
13025	Spectrogram 1	1	6041.109090000	6041.157055846	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1663.500900	64312.26800	82342.00700
13026	Spectrogram 1	1	6042.009490000	6042.067294994	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1664.401300	46654.27500	57992.56500
13027	Spectrogram 1	1	6042.285590000	6042.320641965	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1664.677400	69702.60200	83085.50200
13028	Spectrogram 1	1	6042.651490000	6042.693921326	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1665.043300	50000.00000	62639.40500
13029	Spectrogram 1	1	6042.680990000	6042.711737337	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1665.072800	70074.34900	84200.74300
13030	Spectrogram 1	1	6045.380490000	6045.424766165	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1667.772300	54460.96700	61895.91100
13031	Spectrogram 1	1	6045.816490000	6045.861381112	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1668.208300	52788.10400	66914.49800
13032	Spectrogram 1	1	6045.561890000	6045.653517065	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1667.953700	68773.23400	93680.29700
13033	Spectrogram 1	1	6045.531090000	6045.571061538	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1667.922900	50371.74700	65055.76200
13034	Spectrogram 1	1	6046.446290000	6046.496100686	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1668.838100	60223.04800	73234.20100
13035	Spectrogram 1	1	6046.482490000	6046.571657278	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1668.874300	70074.34900	92379.18200
13036	Spectrogram 1	1	6046.917090000	6046.981044461	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1669.308900	57063.19700	63382.90000
13037	Spectrogram 1	1	6047.191390000	6047.230746592	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1669.583200	56691.45000	71189.59100
13038	Spectrogram 1	1	6047.326590000	6047.410222757	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1669.718400	53159.85100	61152.41600
13039	Spectrogram 1	1	6048.011290000	6048.080164036	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1670.403100	53531.59900	60408.92200
13040	Spectrogram 1	1	6052.045890000	6052.124603183	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1674.437700	68587.36100	89962.82500
13041	Spectrogram 1	1	6052.026790000	6052.058767230	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1674.418600	49256.50600	65241.63600
13042	Spectrogram 1	1	6053.372390000	6053.430194994	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1675.764200	53159.85100	60223.04800
13043	Spectrogram 1	1	6053.213690000	6053.270265100	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1675.605500	60966.54300	85873.60600
13044	Spectrogram 1	1	6054.061890000	6054.116005314	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1676.453700	67100.37200	80111.52400
13045	Spectrogram 1	1	6057.762190000	6057.818150154	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1680.154000	52230.48300	68959.10800
13046	Spectrogram 1	1	6058.042590000	6058.077641964	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1680.434400	51858.73600	65055.76200
13047	Spectrogram 1	1	6058.064190000	6058.111540899	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1680.456000	66171.00400	85501.85900
13048	Spectrogram 1	1	6058.896390000	6058.928367230	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1681.288200	51486.98900	60408.92200
13049	Spectrogram 1	1	6058.914790000	6058.955991432	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1681.306600	65799.25700	81970.26000
13050	Spectrogram 1	1	6059.153990000	6059.195806379	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1681.545800	47397.77000	63754.64700
13051	Spectrogram 1	1	6071.852490000	6071.902915633	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1694.244300	52416.35700	59479.55400
13054	Spectrogram 1	1	6073.752790000	6073.790301751	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1696.144600	50185.87400	64498.14100
13055	Spectrogram 1	1	6073.777390000	6073.811827017	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1696.169200	68029.74000	87174.72100
13057	Spectrogram 1	1	6075.752890000	6075.792246591	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1698.144700	51301.11500	62453.53200
13058	Spectrogram 1	1	6075.909090000	6075.963205313	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1698.300900	49070.63200	57434.94400
13059	Spectrogram 1	1	6076.053590000	6076.083722391	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1698.445400	53531.59900	69516.72900
13060	Spectrogram 1	1	6076.363990000	6076.428559408	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1698.755800	47211.89600	55947.95500
13061	Spectrogram 1	1	6078.709490000	6078.759300686	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1701.101300	53903.34600	64498.14100
13062	Spectrogram 1	1	6079.500590000	6079.598981478	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1701.892400	50929.36800	60408.92200
13063	Spectrogram 1	1	6079.348690000	6079.380667231	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1701.740500	51486.98900	58550.18600
13064	Spectrogram 1	1	6079.919390000	6079.950752283	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1702.311200	45353.16000	61338.29000
13065	Spectrogram 1	1	6080.073390000	6080.094298190	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1702.465200	51115.24200	67843.86600
13066	Spectrogram 1	1	6080.083190000	6080.120086805	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1702.475000	67843.86600	88661.71000
13067	Spectrogram 1	1	6080.212990000	6080.253576485	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1702.604800	45724.90700	53903.34600
13068	Spectrogram 1	1	6080.645890000	6080.728292864	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1703.037700	75278.81000	95353.16000
13069	Spectrogram 1	1	6080.678790000	6080.711382177	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1703.070600	63197.02600	75464.68400
13070	Spectrogram 1	1	6080.962790000	6081.001531645	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1703.354600	51486.98900	60408.92200
13071	Spectrogram 1	1	6081.216190000	6081.243862604	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1703.608000	48513.01100	64126.39400
13072	Spectrogram 1	1	6081.230290000	6081.272721325	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1703.622100	67286.24500	84758.36400
13074	Spectrogram 1	1	6082.449290000	6082.494796059	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1704.841100	72490.70600	95167.28600
13075	Spectrogram 1	1	6084.135090000	6084.224257278	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1706.526900	48141.26400	57063.19700
13076	Spectrogram 1	1	6083.981390000	6084.047804248	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1706.373200	49256.50600	59479.55400
13077	Spectrogram 1	1	6084.587690000	6084.622741964	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1706.979500	50929.36800	65427.50900
13078	Spectrogram 1	1	6084.614090000	6084.658366166	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1707.005900	69702.60200	85873.60600
13079	Spectrogram 1	1	6084.221190000	6084.280839834	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1706.613000	65613.38300	82342.00700
13080	Spectrogram 1	1	6084.880190000	6084.923851218	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1707.272000	50185.87400	65427.50900
13081	Spectrogram 1	1	6084.917090000	6084.947222391	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1707.308900	67286.24500	86802.97400
13082	Spectrogram 1	1	6085.165490000	6085.214685740	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1707.557300	48513.01100	55576.20800
13083	Spectrogram 1	1	6086.635490000	6086.711743396	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1709.027300	56691.45000	67286.24500
13084	Spectrogram 1	1	6086.766490000	6086.829829514	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1709.158300	55947.95500	63382.90000
13085	Spectrogram 1	1	6086.901090000	6086.930607443	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1709.292900	56133.82900	68401.48700
13086	Spectrogram 1	1	6086.906090000	6086.950366165	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1709.297900	73605.94800	86802.97400
13087	Spectrogram 1	1	6087.162490000	6087.207381113	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1709.554300	52973.97800	62453.53200
13088	Spectrogram 1	1	6087.299590000	6087.344481112	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1709.691400	52602.23000	66914.49800
13089	Spectrogram 1	1	6087.331590000	6087.372176485	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1709.723400	70074.34900	89962.82500
13090	Spectrogram 1	1	6087.912390000	6087.963430580	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1710.304200	67657.99300	87174.72100
13091	Spectrogram 1	1	6088.157690000	6088.221644461	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1710.549500	49628.25300	62267.65800
13092	Spectrogram 1	1	6087.903090000	6087.922768296	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1710.294900	47211.89600	59851.30100
13093	Spectrogram 1	1	6088.287790000	6088.333296059	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1710.679600	54089.21900	73234.20100
13094	Spectrogram 1	1	6088.535590000	6088.576176485	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1710.927400	52602.23000	68959.10800
13095	Spectrogram 1	1	6089.660390000	6089.701591432	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1712.052200	66171.00400	86617.10000
13096	Spectrogram 1	1	6089.843690000	6089.893500687	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1712.235500	72490.70600	90148.69900
13097	Spectrogram 1	1	6089.367090000	6089.414440899	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1711.758900	67100.37200	83085.50200
13098	Spectrogram 1	1	6089.496290000	6089.543640899	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1711.888100	47955.39000	58178.43900
13099	Spectrogram 1	1	6090.085190000	6090.130696059	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1712.477000	49814.12600	63011.15200
13100	Spectrogram 1	1	6090.459690000	6090.511960473	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1712.851500	53159.85100	71003.71700
13101	Spectrogram 1	1	6090.825190000	6090.860856911	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1713.217000	55576.20800	61152.41600
13102	Spectrogram 1	1	6091.300490000	6091.352760473	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1713.692300	58364.31200	69702.60200
13103	Spectrogram 1	1	6091.165890000	6091.202171858	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1713.557700	55947.95500	69330.85500
13104	Spectrogram 1	1	6091.425590000	6091.477245526	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1713.817400	56319.70300	63754.64700
13105	Spectrogram 1	1	6092.050390000	6092.105120260	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1714.442200	53159.85100	62453.53200
13106	Spectrogram 1	1	6092.322490000	6092.351392497	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1714.714300	56505.57600	70446.09700
13107	Spectrogram 1	1	6092.566590000	6092.634234142	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1714.958400	50185.87400	61338.29000
13108	Spectrogram 1	1	6093.091390000	6093.185476852	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1715.483200	50929.36800	61338.29000
13109	Spectrogram 1	1	6093.385890000	6093.444309941	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1715.777700	51115.24200	62081.78400
13110	Spectrogram 1	1	6093.248790000	6093.298600687	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1715.640600	61524.16400	79182.15600
13111	Spectrogram 1	1	6092.946890000	6092.993625952	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1715.338700	52044.61000	61895.91100
13112	Spectrogram 1	1	6094.027590000	6094.095234142	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1716.419400	66171.00400	91263.94100
13113	Spectrogram 1	1	6093.715890000	6093.764470793	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1716.107700	65799.25700	84572.49100
13114	Spectrogram 1	1	6094.538290000	6094.564732710	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1716.930100	52230.48300	68401.48700
13115	Spectrogram 1	1	6095.019190000	6095.051167231	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1717.411000	52044.61000	66728.62500
13116	Spectrogram 1	1	6095.039490000	6095.059783243	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1717.431300	72676.58000	88661.71000
13117	Spectrogram 1	1	6095.286990000	6095.317122390	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1717.678800	53345.72500	67100.37200
13118	Spectrogram 1	1	6095.307290000	6095.336192497	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1717.699100	68029.74000	88661.71000
13120	Spectrogram 1	1	6095.605590000	6095.643716699	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1717.997400	50000.00000	62825.27900
13121	Spectrogram 1	1	6095.968590000	6096.003641965	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1718.360400	66171.00400	86245.35300
13122	Spectrogram 1	1	6096.595190000	6096.657299621	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1718.987000	65055.76200	80297.39800
13123	Spectrogram 1	1	6096.738890000	6096.788085739	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1719.130700	50371.74700	61152.41600
13124	Spectrogram 1	1	6097.127590000	6097.158337337	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1719.519400	73048.32700	95353.16000
13125	Spectrogram 1	1	6099.969590000	6099.986808509	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1722.361400	50000.00000	60408.92200
13126	Spectrogram 1	1	6100.299190000	6100.341621325	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1722.691000	64684.01500	83643.12300
13127	Spectrogram 1	1	6101.394890000	6101.446545527	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1723.786700	52416.35700	89219.33100
13128	Spectrogram 1	1	6105.144390000	6105.290747325	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1727.536200	47026.02200	63940.52000
13129	Spectrogram 1	1	6105.593290000	6105.628341965	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1727.985100	47397.77000	65799.25700
13130	Spectrogram 1	1	6105.277790000	6105.301157976	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1727.669600	66914.49800	82342.00700
13131	Spectrogram 1	1	6105.398290000	6105.425962603	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1727.790100	72676.58000	88289.96300
13132	Spectrogram 1	1	6105.612990000	6105.655421325	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1728.004800	69702.60200	88661.71000
13134	Spectrogram 1	1	6106.593390000	6106.638896059	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1728.985200	50185.87400	58550.18600
13135	Spectrogram 1	1	6107.485790000	6107.520227018	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1729.877600	54832.71400	61338.29000
13136	Spectrogram 1	1	6108.458690000	6108.517724887	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1730.850500	57249.07100	76951.67300
13137	Spectrogram 1	1	6108.874490000	6108.904622390	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1731.266300	48513.01100	63568.77300
13138	Spectrogram 1	1	6108.886790000	6108.923686804	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1731.278600	66356.87700	86059.48000
13139	Spectrogram 1	1	6109.161890000	6109.193252284	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1731.553700	47583.64300	61895.91100
13140	Spectrogram 1	1	6109.176590000	6109.225170792	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1731.568400	67843.86600	83643.12300
