Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	selec.file	old.selec
9050.38396595	9050.400382336	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	92.47322195	3121	Spectrogram 1	1	51582.3	59810.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	131
9051.094300265	9051.115407047	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	93.183556265	3122	Spectrogram 1	1	49050.6	57278.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	132
9052.391715745	9052.424548517	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	94.480971745	3123	Spectrogram 1	1	62658.2	80379.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	133
9052.774243498	9052.816717639	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	94.863499498	3124	Spectrogram 1	1	46202.5	51265.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	134
9052.898799568	9052.932414073	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	94.988055568	3125	Spectrogram 1	1	44936.7	57594.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	135
9052.934498693	9052.942576597	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	95.023754693	3126	Spectrogram 1	1	61708.9	81962	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	136
9053.140094319	9053.190385787	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	95.229350319	3127	Spectrogram 1	1	43354.4	55696.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	137
9053.428553671	9053.448618143	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	95.517809671	3128	Spectrogram 1	1	56012.7	85443	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	138
9053.403538226	9053.430117136	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	95.492794226	3129	Spectrogram 1	1	50000	59810.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	139
9053.549982779	9053.614084857	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	95.639238779	3130	Spectrogram 1	1	41139.2	56329.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	140
9053.941891356	9053.961434672	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	96.031147356	3131	Spectrogram 1	1	44620.3	58227.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	141
9054.142014917	9054.167290939	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	96.231270917	3132	Spectrogram 1	1	45253.2	55696.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	142
9055.566592146	9055.583008532	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	97.655848146	3133	Spectrogram 1	1	68670.9	91455.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	143
9056.116410721	9056.130481909	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	98.205666721	3134	Spectrogram 1	1	61392.4	72784.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	144
9056.109114549	9056.119277074	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	98.198370549	3135	Spectrogram 1	1	49367.1	55379.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	145
9056.402264265	9056.445520139	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	98.491520265	3136	Spectrogram 1	1	43038	54113.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	146
9062.115947387	9062.150604202	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	104.205203387	3137	Spectrogram 1	1	62341.8	86708.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	147
9062.220960142	9062.248581362	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	104.310216142	3138	Spectrogram 1	1	44303.8	55063.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	148
9063.408411861	9063.42665229	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	105.497667861	3139	Spectrogram 1	1	55063.3	66772.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	149
9063.525411183	9063.543651612	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	105.614667183	3140	Spectrogram 1	1	48734.2	57278.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	150
9064.035100782	9064.052820056	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	106.124356782	3141	Spectrogram 1	1	48101.3	58860.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	151
9064.156008767	9064.184932875	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	106.245264767	3142	Spectrogram 1	1	45886.1	58544.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	152
9064.410853582	9064.441080579	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	106.500109582	3143	Spectrogram 1	1	53164.6	64873.4	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	153
9064.754555312	9064.78347942	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	106.843811312	3144	Spectrogram 1	1	53481	62974.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	154
9064.781915955	9064.790515014	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	106.871171955	3145	Spectrogram 1	1	68354.4	79113.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	155
9066.491304418	9066.512932355	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	108.580560418	3146	Spectrogram 1	1	69303.8	81012.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	156
9066.725824217	9066.74354349	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	108.815080217	3147	Spectrogram 1	1	52848.1	62341.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	157
9066.958780518	9066.983795963	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	109.048036518	3148	Spectrogram 1	1	55696.2	66455.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	158
9067.383000679	9067.392902626	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	109.472256679	3149	Spectrogram 1	1	47151.9	54113.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	159
9067.390557428	9067.419220959	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	109.479813428	3150	Spectrogram 1	1	32594.9	39240.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	160
9067.79784008	9067.825721879	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	109.88709608	3151	Spectrogram 1	1	47468.4	57278.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	161
9068.022979087	9068.040177205	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	110.112235087	3152	Spectrogram 1	1	58227.8	73101.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	162
9067.821813215	9067.830672852	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	109.911069215	3153	Spectrogram 1	1	66139.2	75316.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	163
9068.139978376	9068.199650636	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	110.229234376	3154	Spectrogram 1	1	50949.4	66772.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	164
9068.283556608	9068.302057615	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	110.372812608	3155	Spectrogram 1	1	57278.5	68670.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	165
9068.432867483	9068.462052169	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	110.522123483	3156	Spectrogram 1	1	56645.6	70569.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	166
9068.579572645	9068.61631408	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	110.668828645	3157	Spectrogram 1	1	57278.5	72468.4	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	167
9072.740734959	9072.759757121	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	114.829990959	3158	Spectrogram 1	1	45253.2	57278.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	168
9072.86424872	9072.887440122	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	114.95350472	3159	Spectrogram 1	1	44620.3	56645.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	169
9072.992452876	9073.003657711	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	115.081708876	3160	Spectrogram 1	1	43987.3	56645.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	170
9074.788874068	9074.829784744	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	116.878130068	3161	Spectrogram 1	1	70253.2	91772.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	171
9075.034598701	9075.073945912	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	117.123854701	3162	Spectrogram 1	1	55696.2	68987.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	172
9075.193290367	9075.221172165	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	117.282546367	3163	Spectrogram 1	1	55696.2	67088.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	173
9075.530217112	9075.556274867	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	117.619473112	3164	Spectrogram 1	1	56645.6	70569.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	174
9076.49018466	9076.503213537	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	118.57944066	3165	Spectrogram 1	1	67088.6	80379.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	175
9078.678514635	9078.700142572	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	120.767770635	3166	Spectrogram 1	1	52215.2	62341.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	176
9078.792387026	9078.803070706	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	120.881643026	3167	Spectrogram 1	1	50000	56329.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	177
9079.608255186	9079.640045648	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	121.697511186	3168	Spectrogram 1	1	46519	55379.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	178
9079.917821288	9079.990261848	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	122.007077288	3169	Spectrogram 1	1	55063.3	69620.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	179
9080.108824635	9080.12211409	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	122.198080635	3170	Spectrogram 1	1	57594.9	69303.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	180
9080.472069649	9080.518191876	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	122.561325649	3171	Spectrogram 1	1	50000	68670.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	181
9081.325461041	9081.351779374	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	123.414717041	3172	Spectrogram 1	1	45886.1	62025.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	182
9081.715806152	9081.757498561	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	123.805062152	3173	Spectrogram 1	1	51898.7	70886.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	183
9081.879188246	9081.909415242	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	123.968444246	3174	Spectrogram 1	1	59810.1	67405.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	184
9084.958172172	9084.984229927	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	127.047428172	3175	Spectrogram 1	1	62658.2	85443	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	185
9084.939931743	9084.961820258	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	127.029187743	3176	Spectrogram 1	1	50632.9	63607.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	186
9084.56339721	9084.583461682	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	126.65265321	3177	Spectrogram 1	1	56012.7	68670.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	187
9084.116246192	9084.134226043	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	126.205502192	3178	Spectrogram 1	1	51898.7	69303.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	189
9084.062046061	9084.074293206	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	126.151302061	3179	Spectrogram 1	1	54430.4	62974.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	190
9085.350862449	9085.365454792	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	127.440118449	3180	Spectrogram 1	1	60759.5	76898.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	191
9085.319593143	9085.354249957	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	127.408849143	3181	Spectrogram 1	1	47784.8	58227.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	192
9086.016638003	9086.035139009	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	128.105894003	3182	Spectrogram 1	1	57911.4	72468.4	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	193
9086.001785082	9086.011165874	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	128.091041082	3183	Spectrogram 1	1	55063.3	63924.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	194
9086.302491547	9086.349395507	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	128.391747547	3184	Spectrogram 1	1	45569.6	57594.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	195
9089.319457554	9089.339261449	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	131.408713554	3185	Spectrogram 1	1	62974.7	83227.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	196
9089.489614697	9089.503685885	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	131.578870697	3186	Spectrogram 1	1	72468.4	86392.4	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	197
9091.891617917	9091.906991992	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	133.980873917	3187	Spectrogram 1	1	72784.8	81012.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	198
9092.004447997	9092.056563508	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	134.093703997	3188	Spectrogram 1	1	54113.9	68670.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	199
9092.780968836	9092.798166955	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	134.870224836	3189	Spectrogram 1	1	70569.6	81962	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	200
9095.087861138	9095.104798679	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	137.177117138	3190	Spectrogram 1	1	62025.3	70569.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	201
9095.356256018	9095.370587784	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	137.445512018	3191	Spectrogram 1	1	67721.5	81962	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	202
9095.620221016	9095.639764333	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	137.709477016	3192	Spectrogram 1	1	68987.3	83544.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	203
9095.615270042	9095.626474877	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	137.704526042	3193	Spectrogram 1	1	54113.9	62974.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	204
9095.745558819	9095.78490603	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	137.834814819	3194	Spectrogram 1	1	42405.1	53164.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	205
9095.91545532	9095.943858274	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	138.00471132	3195	Spectrogram 1	1	60443	79113.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	206
9095.894348538	9095.918061096	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	137.983604538	3196	Spectrogram 1	1	47151.9	54113.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	207
9096.177596339	9096.188019441	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	138.266852339	3197	Spectrogram 1	1	63924.1	81962	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	208
9096.139291439	9096.177075184	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	138.228547439	3198	Spectrogram 1	1	47784.8	60126.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	209
9096.291729101	9096.340457103	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	138.380985101	3199	Spectrogram 1	1	40506.3	49683.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	210
9096.803242807	9096.832166915	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	138.892498807	3200	Spectrogram 1	1	61708.9	84177.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	211
9096.778227361	9096.801679341	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	138.867483361	3201	Spectrogram 1	1	50949.4	60443	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	212
9096.932749819	9096.969491254	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	139.022005819	3202	Spectrogram 1	1	48734.2	58227.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	213
9097.555008778	9097.57611556	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	139.644264778	3203	Spectrogram 1	1	51898.7	64873.4	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	214
9097.571164586	9097.589405015	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	139.660420586	3204	Spectrogram 1	1	68987.3	91455.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	215
9097.677219651	9097.704059139	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	139.766475651	3205	Spectrogram 1	1	53481	64557	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	216
9099.798320157	9099.814215387	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	141.887576157	3206	Spectrogram 1	1	44303.8	53481	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	217
9100.041178405	9100.053946705	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	142.130434405	3207	Spectrogram 1	1	63291.1	75949.4	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	218
9100.080786193	9100.089645829	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	142.170042193	3208	Spectrogram 1	1	68354.4	78797.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	219
9100.315566504	9100.36611855	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	142.404822504	3209	Spectrogram 1	1	47784.8	62974.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	220
9100.370287791	9100.377583962	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	142.459543791	3210	Spectrogram 1	1	57911.4	70569.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	221
9100.697573166	9100.71425013	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	142.786829166	3211	Spectrogram 1	1	62341.8	80063.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	222
9100.674121186	9100.697573166	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	142.763377186	3212	Spectrogram 1	1	52848.1	62025.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	223
9100.818220573	9100.847405259	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	142.907476573	3213	Spectrogram 1	1	54430.4	62658.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	224
9101.210389696	9101.228890702	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	143.299645696	3214	Spectrogram 1	1	67088.6	81329.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	225
9103.00238099	9103.045636864	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	145.09163699	3215	Spectrogram 1	1	50316.5	58544.3	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	226
9102.901798055	9102.911960579	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	144.991054055	3216	Spectrogram 1	1	59810.1	78797.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	227
9104.546302739	9104.595812475	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	146.635558739	3217	Spectrogram 1	1	55379.7	68670.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	228
9104.597115362	9104.650533761	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	146.686371362	3218	Spectrogram 1	1	41772.2	57594.9	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	229
9104.873848724	9104.902512255	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	146.963104724	3219	Spectrogram 1	1	40189.9	51898.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	230
9111.024779775	9111.036766342	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	153.114035775	3220	Spectrogram 1	1	57911.4	74683.5	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	231
9111.147251225	9111.162104146	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	153.236507225	3221	Spectrogram 1	1	58227.8	72784.8	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	232
9111.126144443	9111.152723354	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	153.215400443	3222	Spectrogram 1	1	44936.7	52215.2	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	233
9111.268940911	9111.307245811	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	153.358196911	3223	Spectrogram 1	1	49050.6	59810.1	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	234
9112.485577174	9112.520233988	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	154.574833174	3224	Spectrogram 1	1	45886.1	60443	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	235
9112.522579186	9112.529875358	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	154.611835186	3225	Spectrogram 1	1	58227.8	76898.7	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	236
9112.764134546	9112.783938441	TH-32.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-32.wav	154.853390546	3226	Spectrogram 1	1	48417.7	60126.6	TH-32 (T2019-09-03_08-31-42_0000001).Table.1.selections.txt	237
