"selec","View","Channel","start","end","bottom.freq","top.freq","selec.file","sound.files","peak.freq"
137,"Spectrogram 1",1,87.934403968,87.954400112,82.928,97.7626,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",87.6953125
140,"Spectrogram 1",1,90.65801623,90.684218073,61.0409,74.4163,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",68.9453125
141,"Spectrogram 1",1,99.400466226,99.417704281,69.0661,80.4961,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",74.8046875
142,"Spectrogram 1",1,99.951739151,99.969321966,64.4455,80.4961,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",71.6796875
143,"Spectrogram 1",1,100.405444629,100.443023588,65.6615,84.144,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",76.3671875
144,"Spectrogram 1",1,107.388579633,107.417539565,58.1226,68.3366,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",63.8671875
145,"Spectrogram 1",1,111.47779034,111.508129316,86.3327,99.7082,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",88.8671875
146,"Spectrogram 1",1,135.340425667,135.375591298,77.821,90.2237,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",84.5703125
149,"Spectrogram 1",1,149.395298099,149.408743781,72.9572,80.0097,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",78.7109375
150,"Spectrogram 1",1,157.057956664,157.086916596,73.6868,88.035,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",84.5703125
153,"Spectrogram 1",1,162.449674465,162.474497264,83.6576,96.3035,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",91.2109375
155,"Spectrogram 1",1,179.238846881,179.272288707,54.2315,71.4981,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",59.5703125
156,"Spectrogram 1",1,181.115381074,181.1426172,36.7218,47.4222,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",40.4296875
159,"Spectrogram 1",1,184.993598052,185.032211294,59.8249,75.8755,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",66.9921875
160,"Spectrogram 1",1,185.623131744,185.645541215,62.5,74.6595,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",67.3828125
161,"Spectrogram 1",1,186.327823295,186.380226981,58.6089,71.7412,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",64.2578125
162,"Spectrogram 1",1,187.108707048,187.139390785,56.177,72.4708,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",66.9921875
163,"Spectrogram 1",1,187.342110306,187.357969316,58.6089,69.0661,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",66.6015625
164,"Spectrogram 1",1,187.467948103,187.506561346,57.6362,68.5798,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",63.0859375
165,"Spectrogram 1",1,193.840510845,193.885329786,46.4494,62.9864,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",51.7578125
166,"Spectrogram 1",1,194.734820996,194.756885705,48.3949,59.5817,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",55.6640625
167,"Spectrogram 1",1,202.002728602,202.032722817,54.4747,70.0389,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",63.0859375
168,"Spectrogram 1",1,212.615163078,212.635848743,66.6342,77.3346,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",75.1953125
169,"Spectrogram 1",1,212.899590919,212.965440287,68.3366,82.1984,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",77.1484375
171,"Spectrogram 1",1,213.22539009,213.26331381,77.5778,88.035,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",85.3515625
170,"Spectrogram 1",1,213.266071899,213.29158422,46.4494,55.9339,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",52.5390625
173,"Spectrogram 1",1,213.741842145,213.756666872,84.7087,93.2039,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",90.0390625
172,"Spectrogram 1",1,213.763217333,213.777007776,35.4369,43.932,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",40.0390625
177,"Spectrogram 1",1,226.140828356,226.163582588,69.4175,82.5243,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",73.6328125
178,"Spectrogram 1",1,226.461800872,226.485244626,69.6602,76.2136,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",74.0234375
179,"Spectrogram 1",1,229.529829405,229.553962681,60.1942,68.6893,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",65.4296875
181,"Spectrogram 1",1,235.041179491,235.091169849,60.1942,76.4563,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",70.1171875
182,"Spectrogram 1",1,237.219035005,237.253166353,61.8932,78.6408,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",66.9921875
183,"Spectrogram 1",1,241.452700608,241.487521478,55.0971,72.8155,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",63.0859375
184,"Spectrogram 1",1,242.757621159,242.785202046,73.301,84.9515,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",77.9296875
187,"Spectrogram 1",1,246.528272735,246.559301233,67.7184,85.9223,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",79.1015625
188,"Spectrogram 1",1,248.173817184,248.18829715,61.165,75.7282,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",67.3828125
190,"Spectrogram 1",1,248.1976057,248.211396143,57.2816,77.1845,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",74.0234375
191,"Spectrogram 1",1,261.65087102,261.691208068,46.8447,58.4951,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",55.2734375
192,"Spectrogram 1",1,266.374786275,266.39512718,57.0388,70.1456,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",60.3515625
193,"Spectrogram 1",1,269.564170338,269.584856004,47.8155,54.6117,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",52.5390625
194,"Spectrogram 1",1,274.349108679,274.384963833,49.2718,62.1359,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",57.6171875
195,"Spectrogram 1",1,283.156028813,283.208432498,42.233,54.8544,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",49.4140625
196,"Spectrogram 1",1,284.671253384,284.711935192,52.9126,65.534,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",60.3515625
197,"Spectrogram 1",1,289.510663849,289.535486647,62.3786,71.3592,"CageTest0_D_5min_2021-10-29_10-30-42_0000010.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-30-42_0000010.wav",68.1640625
1,"Spectrogram 1",1,20.78150685,20.812104848,54.9033,76.6575,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",72.8515625
2,"Spectrogram 1",1,20.921469971,20.942070604,60.7735,74.9309,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",65.4296875
3,"Spectrogram 1",1,21.308535185,21.327015164,58.3564,70.442,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",66.9921875
4,"Spectrogram 1",1,41.045442572,41.066346155,68.7155,85.2901,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",77.1484375
5,"Spectrogram 1",1,41.087552688,41.10754742,78.384,95.9945,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",82.6171875
6,"Spectrogram 1",1,41.346575348,41.37323499,62.1547,74.5856,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",69.7265625
7,"Spectrogram 1",1,48.197523712,48.216609593,60.0829,74.2403,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",69.7265625
8,"Spectrogram 1",1,49.78154615,49.816082505,56.6298,71.1326,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",65.0390625
9,"Spectrogram 1",1,50.066925451,50.086617232,49.0331,66.2983,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",62.3046875
10,"Spectrogram 1",1,52.8852734,52.91072124,65.6077,74.9309,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",68.1640625
11,"Spectrogram 1",1,53.875618363,53.896824897,59.7376,71.1326,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",65.8203125
12,"Spectrogram 1",1,54.513934972,54.546956574,52.1409,71.1326,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",66.6015625
13,"Spectrogram 1",1,57.712788621,57.733389253,59.3923,70.7873,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",65.4296875
14,"Spectrogram 1",1,67.500511095,67.521717629,25.2072,45.2348,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",39.6484375
15,"Spectrogram 1",1,67.646836177,67.665316156,30.3867,43.163,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",38.8671875
16,"Spectrogram 1",1,75.695319827,75.722282419,61.1188,74.5856,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",71.2890625
18,"Spectrogram 1",1,80.73823251,80.753682984,57.3204,72.5138,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",70.1171875
17,"Spectrogram 1",1,80.756712489,80.767012806,88.0525,98.0663,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",91.9921875
19,"Spectrogram 1",1,90.290562349,90.324492803,20.3729,38.674,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",22.8515625
50,"Spectrogram 1",1,96.04359113,96.056618001,67.3343,80.8011,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",76.7578125
20,"Spectrogram 1",1,96.187492608,96.222331913,56.9751,67.6796,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",59.5703125
23,"Spectrogram 1",1,103.857288917,103.882130856,52.1409,66.6436,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",61.5234375
24,"Spectrogram 1",1,113.852229796,113.878283537,55.9392,62.8453,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",61.5234375
25,"Spectrogram 1",1,119.064795024,119.086304508,39.3646,51.105,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",43.5546875
26,"Spectrogram 1",1,199.385131587,199.400582061,58.7017,70.0967,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",65.0390625
27,"Spectrogram 1",1,213.15847033,213.175435557,54.2127,67.3343,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",63.4765625
28,"Spectrogram 1",1,213.33539341,213.372656319,73.2044,82.8729,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",78.7109375
29,"Spectrogram 1",1,215.259734598,215.287908993,82.8729,94.6133,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",87.6953125
31,"Spectrogram 1",1,217.202555765,217.229821309,75.6215,85.6354,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",81.8359375
30,"Spectrogram 1",1,217.634866048,217.647589968,47.3066,55.2486,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",51.7578125
32,"Spectrogram 1",1,217.998103621,218.017492452,48.3425,63.1906,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",56.0546875
33,"Spectrogram 1",1,218.017795403,218.049605203,62.5,81.837,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",76.3671875
34,"Spectrogram 1",1,219.490134527,219.506493853,55.9392,71.4779,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",67.3828125
35,"Spectrogram 1",1,219.508614506,219.527397436,75.6215,93.232,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",85.3515625
36,"Spectrogram 1",1,219.681902129,219.715226682,49.3785,65.6077,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",59.1796875
37,"Spectrogram 1",1,219.72037684,219.748854185,54.558,69.7514,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",61.5234375
40,"Spectrogram 1",1,222.770784856,222.806230062,56.2845,69.7514,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",61.9140625
41,"Spectrogram 1",1,225.241648443,225.265884481,59.3923,72.5138,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",66.2109375
42,"Spectrogram 1",1,225.402515147,225.424024631,48.3425,60.4282,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",53.3203125
45,"Spectrogram 1",1,238.430292864,238.453014149,62.5,76.3122,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",72.8515625
46,"Spectrogram 1",1,243.060587373,243.073917194,58.7017,71.1326,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",63.0859375
47,"Spectrogram 1",1,254.486060097,254.529382016,60.0829,78.0387,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",70.8984375
48,"Spectrogram 1",1,254.641776644,254.673283494,62.1547,73.2044,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",66.9921875
49,"Spectrogram 1",1,280.78730509,280.822750296,38.3287,50.7597,"CageTest0_D_5min_2021-10-29_10-42-09_0000011.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-42-09_0000011.wav",45.5078125
1,"Spectrogram 1",1,3.688207495,3.715767491,68.8326,80.3965,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",74.8046875
2,"Spectrogram 1",1,5.933856051,5.963156678,62.7753,74.3392,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",66.6015625
3,"Spectrogram 1",1,13.054249676,13.075137252,70.4846,77.6432,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",74.8046875
4,"Spectrogram 1",1,13.081229462,13.11836293,71.3106,89.207,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",74.8046875
5,"Spectrogram 1",1,13.878445891,13.89672252,66.0793,77.6432,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",71.2890625
6,"Spectrogram 1",1,25.49013632,25.505511897,64.7026,83.7004,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",71.2890625
10,"Spectrogram 1",1,65.476211269,65.495938424,52.3128,62.7753,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",57.2265625
11,"Spectrogram 1",1,66.773929768,66.804390816,73.7885,86.1784,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",80.6640625
12,"Spectrogram 1",1,74.339872628,74.384838937,62.7753,93.0617,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",83.0078125
13,"Spectrogram 1",1,83.003863444,83.071167855,61.9493,89.207,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",79.8828125
14,"Spectrogram 1",1,83.650217777,83.666753775,69.9339,77.9185,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",74.0234375
15,"Spectrogram 1",1,84.749716417,84.780757675,63.0507,80.1211,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",71.6796875
16,"Spectrogram 1",1,86.113210758,86.197631377,59.196,84.5264,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",72.8515625
17,"Spectrogram 1",1,86.427394663,86.444800976,58.0947,66.0793,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",64.2578125
18,"Spectrogram 1",1,89.218496647,89.249537906,63.326,79.5705,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",72.8515625
20,"Spectrogram 1",1,90.268967504,90.319155707,63.326,77.9185,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",71.6796875
21,"Spectrogram 1",1,90.431136322,90.461887476,62.7753,77.3678,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",68.5546875
22,"Spectrogram 1",1,94.041205198,94.071956351,66.0793,84.2511,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",79.1015625
23,"Spectrogram 1",1,95.573830882,95.594718458,58.0947,70.2093,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",66.6015625
24,"Spectrogram 1",1,103.167970923,103.229473229,69.6586,82.5991,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",77.1484375
25,"Spectrogram 1",1,103.312153217,103.332170478,57.5441,65.5286,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",62.6953125
26,"Spectrogram 1",1,103.426744726,103.460977142,35.793,45.7048,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",41.2109375
27,"Spectrogram 1",1,103.646934589,103.686098793,35.5176,44.8789,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",38.0859375
28,"Spectrogram 1",1,104.216120933,104.255285138,35.793,46.5308,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",41.9921875
29,"Spectrogram 1",1,115.772170773,115.785515613,56.9934,64.152,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",60.3515625
30,"Spectrogram 1",1,120.484349283,120.536568223,47.6322,69.1079,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",65.0390625
32,"Spectrogram 1",1,130.343283464,130.352276726,56.7181,64.152,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",60.7421875
31,"Spectrogram 1",1,130.435536924,130.458745342,53.1388,69.9339,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",64.2578125
35,"Spectrogram 1",1,131.729115907,131.75319464,34.4163,44.8789,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",41.2109375
36,"Spectrogram 1",1,132.376920816,132.403610496,31.3877,41.5749,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",35.3515625
37,"Spectrogram 1",1,133.045033041,133.08390714,54.5154,72.6872,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",61.9140625
38,"Spectrogram 1",1,133.201399706,133.236212332,55.8921,67.7313,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",65.8203125
39,"Spectrogram 1",1,135.921425597,136.003525375,62.5,79.8458,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",68.9453125
40,"Spectrogram 1",1,140.030765508,140.0858855,48.7335,62.7753,"CageTest0_D_5min_2021-10-29_10-52-34_0000012.Table.1.selections.txt","CageTest0_D_5min_2021-10-29_10-52-34_0000012.wav",52.9296875
